"common_name","scientific_name","city","state","diameter_breast_height_CM","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","condition","percent_population"
"Fremont cottonwood","Populus fremontii","Phoenix","Arizona",69,26.6,"FALSE","more than 18.29 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Grapefruit","Citrus paradisi","Phoenix","Arizona",27.752658,4.44,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Grapefruit","Citrus paradisi","Phoenix","Arizona",30.580222,6.51,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Italian cypress","Cupressus sempervirens","Phoenix","Arizona",106.019102,6.5,"FALSE","4.57 to 9.14 m","more than 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Lemon","Citrus limon","Phoenix","Arizona",24.067821,5.31,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Navel","Citrus aurantium","Phoenix","Arizona",22.412943,5,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Navel","Citrus aurantium","Phoenix","Arizona",14.331434,5.31,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Navel","Citrus aurantium","Phoenix","Arizona",20.793268,5.1,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Peach","Prunus persica","Phoenix","Arizona",24.347484,4.29,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Peach","Prunus persica","Phoenix","Arizona",18.610212,3.93,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Velvet or arizona ash","Fraxinus velutina","Phoenix","Arizona",63,17.1,"TRUE","13.71 to 18.29 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Velvet or arizona ash","Fraxinus velutina","Phoenix","Arizona",66,16.6,"TRUE","13.71 to 18.29 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Velvet or arizona ash","Fraxinus velutina","Phoenix","Arizona",51.812643,9,"TRUE","4.57 to 9.14 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Velvet or arizona ash","Fraxinus velutina","Phoenix","Arizona",42.1,21.6,"TRUE","more than 18.29 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"White mulberry","Morus alba","Phoenix","Arizona",43.539178,18.6,"FALSE","more than 18.29 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"India rosewood","Dalbergia latifolia","Phoenix","Arizona",1.627882,3.4,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"India rosewood","Dalbergia latifolia","Phoenix","Arizona",2,3.52,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sonoran palo verde","Cercidium floridum","Phoenix","Arizona",8.438602,4.6,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sonoran palo verde","Cercidium floridum","Phoenix","Arizona",9.361624,5.99,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Blue paloverde","Cercidium floridum","Phoenix","Arizona",41.109731,9.1,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Blue paloverde","Cercidium floridum","Phoenix","Arizona",34.5,NA,"FALSE","","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mesquite","Prosopis","Phoenix","Arizona",6.458328,4.68,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mesquite","Prosopis","Phoenix","Arizona",38.281588,7.3,"no_info","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mesquite","Prosopis","Phoenix","Arizona",33.2,NA,"no_info","","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",31.8,4.97,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",13.8,3.5,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",18.5,4.83,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Blue paloverde","Parkinsonia florida","Phoenix","Arizona",26.131016,7.55,"TRUE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"California palm","Washingtonia filifera","Phoenix","Arizona",47,5,"TRUE","4.57 to 9.14 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Jacaranda","Jacaranda mimosifolia","Phoenix","Arizona",14.5,7.5,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Oleander","Nerium oleander","Phoenix","Arizona",6.344289,4.37,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Oleander","Nerium oleander","Phoenix","Arizona",4.666905,4.23,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Oleander","Nerium oleander","Phoenix","Arizona",9.027735,4.37,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Oleander","Nerium oleander","Phoenix","Arizona",6.519202,4.23,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Resinous juglans","Juglans nigra","Phoenix","Arizona",24,6.04,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Saguaro","Carnegiea gigantea","Phoenix","Arizona",28,4.2,"TRUE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Saguaro","Carnegiea gigantea","Phoenix","Arizona",49,4.67,"TRUE","4.57 to 9.14 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sour orange","Citrus aurantium","Phoenix","Arizona",11.905881,4.2,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Velvet ash","Fraxinus velutina","Phoenix","Arizona",32.5,8.5,"TRUE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Weeping bottlebrush","Callistemon viminalis","Phoenix","Arizona",26,8,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",73.2,8.62,"TRUE","4.57 to 9.14 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",31.145144,7.87,"TRUE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",32.5,7.72,"TRUE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",25.2,8.98,"TRUE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",39.1,9.62,"TRUE","9.14 to 13.71 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",43.8,10.67,"TRUE","9.14 to 13.71 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",34.253321,8.1,"TRUE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",39.7,9,"TRUE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",30,8.5,"TRUE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",15.6,5.84,"TRUE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",18.3,6.46,"TRUE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",19.3,7.34,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Aleppo pine","Pinus halepensis","Phoenix","Arizona",50.6,8.2,"FALSE","4.57 to 9.14 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ash","Fraxinus","Phoenix","Arizona",3.5,2.7,"no_info","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ash","Fraxinus","Phoenix","Arizona",2.3,3,"no_info","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"African sumac","Searsia lancea","Phoenix","Arizona",34.3,7.3,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"African sumac","Searsia lancea","Phoenix","Arizona",41.670853,8.6,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"African sumac","Searsia lancea","Phoenix","Arizona",40.2,8,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Bottle tree","Brachychiton rupestris","Phoenix","Arizona",10.630616,5.91,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"California palm","Washingtonia filifera","Phoenix","Arizona",3.2,2.43,"TRUE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"California palm","Washingtonia filifera","Phoenix","Arizona",73,14.6,"TRUE","13.71 to 18.29 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Grape fruitoro blanco","Citrus paradisi","Phoenix","Arizona",10.682696,4.1,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Grapefruit","Citrus paradisi","Phoenix","Arizona",7.840281,3.63,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Lemon","Citrus limon","Phoenix","Arizona",7.379024,4.18,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Luckynut","Cascabela thevetia","Phoenix","Arizona",8.783507,3.81,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Luckynut","Cascabela thevetia","Phoenix","Arizona",8.146165,2.71,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mexican fan palm","Washingtonia robusta","Phoenix","Arizona",67,23.6,"FALSE","more than 18.29 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mexican fan palm","Washingtonia robusta","Phoenix","Arizona",64.6,18.6,"FALSE","more than 18.29 m","60.96 to 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sissoo","Dalbergia latifolia","Phoenix","Arizona",19.6,8.3,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Chilean mesquite","Prosopis chilensis","Phoenix","Arizona",11.2,5.3,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Chilean mesquite","Prosopis chilensis","Phoenix","Arizona",5,5.3,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Chinese elm","Ulmus parvifolia","Phoenix","Arizona",5.5,5.77,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Chinese elm","Ulmus parvifolia","Phoenix","Arizona",6,5.9,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Arizona ash. velvet ash","Fraxinus velutina","Phoenix","Arizona",20.5,21.6,"TRUE","more than 18.29 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sweet orange","Citrus sinensis","Phoenix","Arizona",25.441108,2.9,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sweet orange","Citrus sinensis","Phoenix","Arizona",21.262173,3.74,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sweet orange","Citrus sinensis","Phoenix","Arizona",19.57013,4.8,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sweet orange","Citrus sinensis","Phoenix","Arizona",20.620136,454,"FALSE","more than 18.29 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sweet orange","Citrus sinensis","Phoenix","Arizona",13.341664,3.99,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sweet orange","Citrus sinensis","Phoenix","Arizona",22.395759,4.88,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"African sumac","Searsia lancea","Phoenix","Arizona",25.561299,6.44,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"African sumac","Searsia lancea","Phoenix","Arizona",33.571863,7.55,"FALSE","4.57 to 9.14 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Aleppo pine","Pinus halepensis","Phoenix","Arizona",60.6,18.6,"FALSE","more than 18.29 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Aleppo pine","Pinus halepensis","Phoenix","Arizona",82.5,27.6,"FALSE","more than 18.29 m","more than 76.2 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Aleppo pine","Pinus halepensis","Phoenix","Arizona",54.2,31.6,"FALSE","more than 18.29 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ash","Fraxinus","Phoenix","Arizona",24.680559,8.02,"no_info","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Round leaf eucalyptus","Eucalyptus","Phoenix","Arizona",16.7,5.11,"no_info","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sonoran palo verde","Cercidium floridum","Phoenix","Arizona",26.316915,9.1,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Acacia hybrid","Acacia","Phoenix","Arizona",9.721111,3.9,"no_info","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Indian laurel fig","Ficus microcarpa","Phoenix","Arizona",5.4,3.55,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Indian laurel fig","Ficus microcarpa","Phoenix","Arizona",19.193749,3.92,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Jacaranda","Jacaranda mimosifolia","Phoenix","Arizona",23.8,7.8,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Jacaranda","Jacaranda mimosifolia","Phoenix","Arizona",23.1,6.44,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Purple bauhinia","Bauhinia purpurea","Phoenix","Arizona",16.43259,6,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Mexican blue palm","Brahea armata","Phoenix","Arizona",34,3.8,"FALSE","0 to 4.57 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",19.5,3.5,"FALSE","0 to 4.57 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",22.5,4.9,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Queen palm","Syagrus romanzoffiana","Phoenix","Arizona",21,4.6,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Southern live oak","Quercus virginiana","Phoenix","Arizona",7.5,4.8,"FALSE","4.57 to 9.14 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Bottle tree","Brachychiton rupestris","Phoenix","Arizona",24.772969,8.1,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Fremont cottonwood","Populus fremontii","Phoenix","Arizona",35.9,25.6,"FALSE","more than 18.29 m","30.48 to 45.72 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Turkish pine","Pinus brutia","Phoenix","Arizona",53,9.5,"FALSE","9.14 to 13.71 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Turkish pine","Pinus brutia","Phoenix","Arizona",25.519013,5.95,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Iron wood","Ostrya virginiana","Phoenix","Arizona",4.924429,3.27,"FALSE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Cholla","Cylindropuntia fulgida","Phoenix","Arizona",5.8,2.5,"TRUE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Cholla","Cylindropuntia fulgida","Phoenix","Arizona",7.767883,2.1,"TRUE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Ocotillo","Fouquieria splendens","Phoenix","Arizona",3.324154,4.39,"TRUE","0 to 4.57 m","0 to 15.24 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Saguaro","Carnegiea gigantea","Phoenix","Arizona",52.1,6.31,"TRUE","4.57 to 9.14 m","45.72 to 60.96 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Leafless palo verde","Cercidium floridum","Phoenix","Arizona",15.854968,4.72,"FALSE","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix","NA","NA","NA","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
